patient_id,ho_ten,cccd,ngay_sinh,so_dien_thoai,email,dia_chi,benh,ket_qua_xet_nghiem,bac_si_phu_trach,ngay_kham
cab63107-6fd6-4b3a-b2dd-9456bb7b6c05,Nhật Thế Vũ,975718290000,1984,0807806556,hvu@example.net,"5 John Đường
JaneQuận, 468852",Tim mạch,11.98,Lâm Thị Hoàng,06/03/2026
58c88c48-3ced-4d1f-93eb-22c9beced21a,Quang Hữu Trần,251740993306,1996,0902960681,john24@example.net,"Thị xã JohnXã
0 John Dãy, 294726",Tim mạch,3.88,Ngọc Trần,10/06/2026
93fb71d0-dd32-4d9c-89ea-356a7abfcebf,Châu Thị Bùi,699481573890,1940,0503007987,johndang@example.org,"373 John Số
Thành phố JaneThành phố, 352064",Huyết áp cao,7.32,Trọng Đức Vũ,09/02/2026
b27b7bb4-68c6-40b2-b0a2-cee8f9722cc1,Bảo Dương,870523919878,1967,0956299236,rpham@example.org,"635 Nguyễn Hẻm
Quận JaneThị xã, 813446",Khỏe mạnh,8.7,Lâm Hải Phạm,16/01/2026
4ef03f80-1d91-4e39-9801-4004793bed1b,Thành Hoàng,248731025773,1947,0719126839,ivu@example.org,"460 Bùi Số
JohnThị xã, 365735",Khỏe mạnh,7.06,Tùng Đặng,14/02/2026
6319629b-d73e-4bb9-8f9c-a17b8db8dadf,An Phạm,817810462478,1967,0885071477,ftran@example.net,"723 John Ngõ
Thị xã JohnQuận, 663022",Huyết áp cao,5.16,Chị Ngọc Mai,13/05/2026
d2938e6e-ff4d-4930-b3b0-fb536f75ee8a,Ánh Nguyễn,629864924001,1947,0538218580,jane93@example.net,"6 Mai Khu
JaneThành phố, 897955",Khỏe mạnh,8.31,Quang Xuân Bùi,01/06/2026
de12dbf1-493d-4196-8926-a02119da8262,Cô Thành Bùi,254515049225,2001,0883053976,jane82@example.com,"873 John Dãy
JohnThành phố, 339751",Tim mạch,10.83,Cô Lan Trần,13/06/2026
af527666-b239-49f4-9bb5-46457ddac1b6,Chị Hương Phạm,233753266305,1976,0827383199,whoang@example.net,"113 Hoàng Tổ
JohnThị xã, 726001",Huyết áp cao,6.25,Châu Trần,07/02/2026
d6441a9d-3362-4476-953a-e57fe00bd534,Tùng Văn Nguyễn,534599118994,1997,0996859013,gvu@example.org,"509 John Tổ
JohnHuyện, 584479",Khỏe mạnh,6.69,Lâm Bùi,09/03/2026
e4fd6c34-d670-4a21-a9dc-073e5820b3f2,Hưng Trần,717905092626,1939,0940484723,john61@example.org,"62 Mai Ngõ
Quận JohnHuyện, 789975",Tim mạch,6.24,Chị Chi Hoàng,29/04/2026
b676291d-4e32-4b4b-b168-c605ce1a1669,Thảo Trần,484455456620,1982,0861175251,qdang@example.org,"13 Mai Hẻm
Huyện JohnThành phố, 818025",Tim mạch,4.85,Chị Lâm Vũ,20/02/2026
e4729be5-f3c2-444a-b60a-3dcca7f77451,Dũng Hoàng,361338038228,2005,0845839891,jane27@example.com,"2 Đặng Đường
Thành phố JohnThành phố, 499731",Khỏe mạnh,3.58,An Phạm,08/06/2026
b69f5eab-b9ff-4c29-97d9-cbb0309e47ba,Hạnh Xuân Lê,108404612796,2004,0760040047,bpham@example.com,"91 John Ngõ
Thị xã JaneHuyện, 818914",Tiểu đường,8.69,Huy Hoàng,24/04/2026
1e26ed31-d9e9-4758-b6b9-04364b46ef33,Ông Hoàng Đặng,554500352961,1945,0564925960,john60@example.net,"3 Hoàng Khu
JaneThị xã, 260576",Tiểu đường,5.61,Nhật Hoàng Phạm,01/06/2026
a18b5d15-5527-4407-bcd2-192f14b00f62,Quý cô Hải Dương,541692219485,1936,0778863975,zbui@example.com,"242 Vũ Hẻm
JohnThị xã, 944576",Tiểu đường,7.99,Hà Bùi,22/05/2026
e45a87e8-039a-4ed5-b337-b2615f8392d5,Phương Mai,676947537909,1936,0749408437,obui@example.net,"68 Jane Hẻm
JohnThị xã, 541597",Tim mạch,8.84,Quý ông Hoàng Bùi,25/06/2026
303cb04b-c007-4336-9bf7-dda17d7c59a5,Quý cô Dương Dương,868673414869,1966,0385255033,john98@example.org,"7 Bùi Dãy
JaneHuyện, 797694",Tim mạch,9.44,An Đức Phạm,15/03/2026
797209c0-40b3-44f8-8c1a-b2c71fa3ed1f,Dũng Dương,772513577934,1976,0796604703,jane81@example.net,"339 Jane Dãy
JanePhường, 421806",Tim mạch,4.92,Quý ông Minh Đặng,11/03/2026
290e3e89-4b9c-42f4-a8e5-c8cdb4146e4a,Cô Thảo Vũ,253503418266,1963,0955394497,johnmai@example.com,"18 Vũ Số
Quận JohnHuyện, 678492",Huyết áp cao,5.67,Nam Mai Bảo Mai,20/01/2026
0a190939-dfc7-4b26-acb9-41fcd02c75f9,Thành Mai,036687428180,1993,0808268957,jane38@example.net,"6 Jane Đường
Thị xã JohnHuyện, 882208",Khỏe mạnh,11.28,Nhật Hoàng Đặng,14/05/2026
6bf7240f-ccc6-4fed-ba6e-43d0d9c59cd9,Chị Yến Trần,241007978528,1957,0752859307,maijane@example.com,"6 John Số
JaneQuận, 874337",Tiểu đường,6.64,Cô Khoa Bùi,08/05/2026
de4b061e-b45e-4463-832a-09e05071e5f0,Nhật Nguyễn,548789647973,1948,0907186743,john66@example.org,"99 John Ngõ
Thành phố JohnThành phố, 447611",Tiểu đường,9.95,Quý cô Lâm Phạm,24/02/2026
8ced4707-3903-4b65-81c6-1eeb0ce3c8c8,Cô Dương Phạm,603284998788,1997,0725587593,john11@example.net,"32 Jane Ngõ
JaneXã, 968487",Huyết áp cao,8.92,Quang Hữu Vũ,03/06/2026
a335b2c8-9e7b-4e95-b692-641a9aad10ce,Quý ông Trung Dương,815306015784,1963,0954010129,anguyen@example.net,"2 Vũ Ngõ
Quận JohnThị xã, 224193",Tiểu đường,4.82,Bà Xuân Phạm,09/01/2026
23f47a55-7e0f-40b2-aa06-1609e599bd3c,Thành Phạm,071396256376,1962,0860578384,sbui@example.com,"887 Phạm Ngõ
Thị xã JohnThành phố, 242185",Huyết áp cao,4.28,Khoa Mai Bảo Nguyễn,23/05/2026
6ecca931-ef70-4d01-8da0-3d880c6f3051,Khoa Mai Lê,121976366574,1952,0890059540,wdang@example.net,"72 Jane Dãy
Thị xã JohnThị xã, 804393",Huyết áp cao,4.61,Cô Chi Nguyễn,17/06/2026
ef7db821-bca0-458e-b63d-65d5505c7527,Bảo Phạm,817611218212,1975,0948229424,duongjohn@example.net,"512 Jane Số
Thành phố JohnPhường, 436276",Khỏe mạnh,7.72,Khoa Phú Đặng,05/01/2026
ab95c72f-0d95-4af5-a534-21bc6180b78a,Thành Mai Hoàng,836973251054,1957,0395758032,jane91@example.net,"97 Jane Hẻm
JaneQuận, 638362",Tiểu đường,5.88,An Mai Bảo Bùi,17/03/2026
f9cf8499-c9c1-4d45-b4ea-6b976aa415b5,Quý cô Mai Trần,032111125372,1969,0583897378,jane21@example.org,"52 John Khu
JaneThị xã, 453913",Huyết áp cao,3.75,Quý ông Vũ Bùi,24/01/2026
4773e66a-6db2-4020-8a67-01436090103c,Huy Lê,056064942444,1970,0315972138,umai@example.net,"1 Mai Đường
Thành phố JohnHuyện, 499162",Tim mạch,10.35,Quang Phạm,22/03/2026
1789be63-6746-4743-897b-303d8b074d1a,Nhiên Trần,092359554941,1980,0379216687,vvu@example.com,"60 Bùi Tổ
JaneThị xã, 841637",Khỏe mạnh,3.51,Quang Vũ,09/06/2026
cd8565ce-83a9-4235-9ffd-4015c53f1db3,Quý cô Hà Trần,376693076823,1961,0519469638,rnguyen@example.net,"4 Jane Khu
JohnThị xã, 804441",Tim mạch,4.66,Anh Phúc Phạm,11/01/2026
8ede9b46-407d-4aff-8b51-a9112d90e4ee,Cô Xuân Dương,982507261244,1970,0582262558,john57@example.net,"1 John Ngõ
Thành phố JohnHuyện, 168114",Huyết áp cao,8.62,Cô Hồng Đặng,24/02/2026
61a451ff-700b-4b43-ad3b-9d13c3e90323,Bà An Dương,604601405008,1956,0969430702,jmai@example.net,"100 Hoàng Ngõ
Thị xã JanePhường, 210973",Tim mạch,10.19,Vi Phạm,28/01/2026
9dec2b83-3885-4f7e-af1a-25a829344e15,Bác Anh Trần,890444939760,1960,0573914391,ctran@example.com,"2 John Hẻm
Thành phố JohnThị xã, 930045",Tiểu đường,6.21,Nhật Lê,14/01/2026
7c6166df-515a-4b43-b189-1f48e66e2c11,Thành Bùi,835493788887,1956,0751041813,vle@example.net,"165 Jane Làng
JohnThị xã, 402056",Tim mạch,5.25,Khoa Mai,22/01/2026
14fc3a5d-9b4b-4377-a542-deb92cff45f8,Chị Hồng Mai,169892833134,1962,0891927798,abui@example.com,"28 John Hẻm
Huyện JohnXã, 703386",Khỏe mạnh,5.2,Thảo Trần,08/04/2026
5d264b1b-6593-4659-972e-8c6882aa5c46,Phương Tấn Nguyễn,204471691553,1958,0531988272,jane73@example.com,"Thành phố JohnQuận
269 Hoàng Số, 631265",Tiểu đường,5.74,Bảo Lê,11/04/2026
635a11f2-5c7a-483d-8a9d-2704e860bcb1,Bác Quang Trần,916136573131,1979,0797488790,unguyen@example.com,"45 John Khu
JohnThành phố, 164612",Huyết áp cao,7.55,Hoàng Bùi,27/03/2026
83b8fa05-13bc-4dc6-bae0-acdb2a6524af,Dương Bùi,327400906414,1960,0913297064,jane96@example.com,"0 Trần Dãy
Thành phố JaneXã, 908856",Huyết áp cao,10.59,Phúc Phạm,26/04/2026
833c8f55-a129-4fa2-a27d-4660293fc266,Lâm Thế Phạm,771133922865,1955,0796611578,johnhoang@example.org,"9 Jane Tổ
JanePhường, 950358",Tiểu đường,11.36,Hạnh Xuân Mai,04/06/2026
2e8ff5a8-c47a-4b7e-9209-383b95284c0a,Bảo Đức Mai,632880123586,1997,0566553829,jane32@example.org,"75 John Hẻm
Huyện JaneThị xã, 584064",Khỏe mạnh,11.06,Lâm Trần,09/05/2026
8a0ea57a-9a7d-409d-a6e8-790b215d3b1f,Quý ông Tú Nguyễn,721858748238,2006,0845651820,dangjohn@example.org,"77 John Số
JohnQuận, 926556",Tiểu đường,5.1,Duyên Lê,21/03/2026
b58ac738-0166-4221-b063-ae7f41ff81d1,Cô Mai Trần,552363466274,1951,0757567006,tdang@example.net,"50 Lê Hẻm
Quận JohnThành phố, 510299",Tiểu đường,7.38,Tùng Dương,22/03/2026
7b8301cf-8ebc-4d7e-88a6-5b858d56bff6,Xuân Nguyễn,605550897877,2001,0512515792,wduong@example.com,"30 Bùi Hẻm
JaneQuận, 299172",Tim mạch,9.87,Bảo Hải Nguyễn,04/05/2026
d2c0dec2-1751-44d7-8deb-2696015aba1d,Quang Trần,800921668492,1947,0505480691,john93@example.org,"62 Nguyễn Tổ
Thành phố JanePhường, 599856",Huyết áp cao,5.65,Cô Hương Trần,02/06/2026
b2cd9a0a-840c-4cb0-82b3-43849979cf26,Hạnh Phạm,970452769889,1984,0389756422,john68@example.com,"873 Dương Đường
JohnHuyện, 761084",Tim mạch,6.04,Phúc Mai,09/03/2026
46c937e0-d0c5-4550-b69a-053958f42098,Kim Hữu Trần,820641900445,1936,0925913970,rvu@example.org,"1 Jane Tổ
JohnHuyện, 692789",Tim mạch,11.21,Nhật Mai,13/05/2026
dcad8ec2-963a-4333-a582-95dc75f1c654,Bà Chi Phạm,732156509638,1970,0548255748,ldang@example.org,"Thành phố JaneHuyện
353 Dương Khu, 681955",Huyết áp cao,11.55,Phúc Trí Mai,02/03/2026
92ded495-e4f1-48e8-b7f3-f32b5a81762a,Chị Thành Vũ,222178143021,2003,0522357914,jane56@example.org,"3 Jane Làng
Quận JaneXã, 592571",Huyết áp cao,7.75,Chị An Đặng,06/04/2026
e5a1c6e4-e188-4146-bc40-a3d4e5eb4549,Nam Trần,044040612076,2005,0840599425,john54@example.net,"1 Lê Tổ
Thị xã JaneXã, 863181",Tiểu đường,7.34,Bà Phương Nguyễn,11/05/2026
19ca9c1b-94bc-447a-a122-318935f3de4a,Quý cô Nhật Vũ,724930688765,1971,0588968170,jane60@example.net,"34 Jane Đường
JohnQuận, 763821",Huyết áp cao,3.65,Hồng Lê,06/06/2026
db370ca7-6ea5-4341-8e2a-c3ff3c5dba42,Chị Linh Trần,502557139819,1999,0561701504,jane09@example.org,"7 Jane Tổ
JaneXã, 662361",Khỏe mạnh,11.05,Cô Nhật Lê,20/02/2026
8eb7c306-8f73-498e-9c3d-0d5f5c6801d6,Chị Thành Dương,343634481256,1991,0341449838,ohoang@example.com,"9 Jane Đường
Huyện JohnThị xã, 543538",Tiểu đường,8.55,Chị Khoa Đặng,23/03/2026
679f2f42-9256-4707-9cc0-5b67a19b224a,Cô Hải Dương,429683779528,1982,0307484673,ele@example.net,"43 Jane Đường
Thị xã JohnHuyện, 587524",Huyết áp cao,7.06,Bảo Phạm,09/05/2026
b360dfaa-be6e-4d47-b0c0-804b406bf02d,Thành Văn Lê,972543729397,1989,0810482849,dtran@example.com,"68 Jane Tổ
Huyện JaneHuyện, 307388",Huyết áp cao,9.35,Anh Tú Phạm,26/01/2026
075072d6-2bac-4712-96a9-19e886d895e5,Vũ Lê,641446170454,1979,0857019544,john90@example.com,"29 Jane Đường
Thành phố JaneXã, 600277",Tiểu đường,10.41,Cô Hà Bùi,13/03/2026
4db6f475-27dd-4ac4-8282-b6e46986305a,Duyên Đặng,821866922038,1954,0983982512,john95@example.net,"6 Jane Tổ
JohnHuyện, 742863",Khỏe mạnh,6.9,Cô Hạnh Dương,19/05/2026
d413c850-63c4-476d-a55f-a725bcb3c168,Ông Châu Phạm,095901597997,1992,0967710527,tranjohn@example.net,"4 Hoàng Đường
Quận JaneThành phố, 171192",Tiểu đường,10.83,Quý ông Tùng Mai,30/01/2026
05aa5eab-88f3-47ea-b83f-52740cb4afe1,Ông Hưng Nguyễn,993194961994,1952,0543506797,jane13@example.com,"2 John Tổ
JaneThành phố, 532686",Huyết áp cao,7.6,Phương Mai Mai,16/04/2026
e54c8739-3133-439e-ae7d-952b785b8a07,Quang Mai,014156334189,1952,0933232065,johnvu@example.org,"68 Jane Số
Thành phố JohnThị xã, 266786",Khỏe mạnh,6.93,Trọng Hữu Vũ,12/04/2026
a3760c2d-7b31-4cdc-80d9-1a8e1f44aa88,Chị Hà Trần,206378790727,1942,0337105387,lvu@example.com,"308 John Làng
JohnThành phố, 329639",Tim mạch,11.07,Bảo Mai Bảo Lê,08/04/2026
56a2d49d-9e5f-4273-af9a-116817661795,Dũng Dương,187580919087,1956,0763916446,jane74@example.org,"855 Bùi Đường
JaneThành phố, 802170",Tim mạch,8.16,Mai Trần,06/02/2026
59008d65-8b2a-4759-afc6-c4e691135d7e,Bác Tùng Vũ,646489236496,1957,0827152295,ldang@example.com,"1 John Đường
Quận JaneThành phố, 466353",Tiểu đường,10.06,Khoa Đức Hoàng,12/04/2026
8d2cfe83-c407-4654-bf5f-61aaaee7c7a5,Bác Quang Dương,761804584214,1979,0329650736,ile@example.net,"2 Phạm Hẻm
Huyện JaneXã, 492482",Tim mạch,7.78,Kim Hữu Vũ,12/02/2026
03599c6d-1224-4bd2-b7c4-b3ee9b1fc6d1,Ánh Đặng,036649183998,1999,0949256425,john83@example.com,"945 Jane Khu
JohnPhường, 399244",Tim mạch,9.34,Nam Tấn Dương,13/04/2026
a0154d65-91ed-454a-bfae-ef01a8290f3c,Dũng Mai,943132151547,1984,0860288608,janehoang@example.com,"8 Phạm Hẻm
Thành phố JaneThành phố, 878896",Tiểu đường,9.2,Cô Mai Bùi,16/02/2026
60042231-36c3-4e85-8bae-295e902a405c,Ông Anh Mai,717300594071,1996,0371855536,jane90@example.com,"943 Đặng Dãy
Quận JaneQuận, 635926",Tim mạch,9.39,Quý cô Khoa Lê,31/01/2026
e3be7ca0-5df9-44fb-83d6-43ed236eb832,Lan Bùi,887239406883,1948,0710577985,vduong@example.com,"253 Bùi Tổ
JaneXã, 890478",Huyết áp cao,11.86,Thành Phạm,18/06/2026
3a0a2b59-c538-4872-9eaa-543e1edbbe71,Chị Linh Dương,009253375984,1942,0784404129,duongjane@example.net,"89 Phạm Ngõ
Thành phố JohnXã, 152458",Tim mạch,8.57,Cô Lâm Dương,25/05/2026
4336ffe5-6631-46a7-8c53-b74c0c9fa6e6,Mai Hoàng,050903745026,1994,0331575437,jane95@example.com,"476 John Đường
JohnPhường, 300053",Huyết áp cao,11.01,Châu Bùi,24/03/2026
521be8c2-30c3-4f8a-992a-b43d5d822e3a,Thành Hoàng Trần,226987629673,1958,0337056515,cvu@example.org,"JohnHuyện
0 Nguyễn Ngõ, 416722",Khỏe mạnh,5.68,Quý ông Quang Phạm,02/04/2026
bd717da3-3581-4632-94f5-df7005d2d205,Quý cô Dương Trần,936337281740,1970,0931741488,buijane@example.com,"107 John Ngõ
Quận JaneXã, 828674",Huyết áp cao,10.85,Anh Huy Nguyễn,08/05/2026
637e3f94-110c-4d92-8222-305df1f71605,Tùng Dương,117130523166,1938,0795867324,bhoang@example.org,"971 John Ngõ
JaneThành phố, 138966",Khỏe mạnh,6.8,Chị Xuân Trần,18/03/2026
58c69158-04b4-4ac9-a831-7f0dbe9063fb,Bà Hải Đặng,799613210878,2003,0360701219,john14@example.org,"20 John Khu
JaneQuận, 940896",Khỏe mạnh,6.74,Quang Nguyễn,16/04/2026
2379c05f-a708-4280-b4ee-0b6721bbd183,Thành Bảo Vũ,500134757442,1953,0771790810,jane62@example.com,"370 Jane Dãy
Thành phố JaneHuyện, 192710",Khỏe mạnh,8.07,Bảo Hữu Bùi,21/01/2026
